_step,step,eval/episode_reward,eval/episode_success_any,eval_idx,variant,seed,run_id,run_name
37346816.0,37346816.0,10.203125,0.35546875,145,Vanilla CRL,0,tqletfk1,crl_hu50_s0
37600768.0,37600768.0,5.8515625,0.2578125,146,Vanilla CRL,0,tqletfk1,crl_hu50_s0
37854720.0,37854720.0,9.71484375,0.33984375,147,Vanilla CRL,0,tqletfk1,crl_hu50_s0
38108672.0,38108672.0,7.140625,0.31640625,148,Vanilla CRL,0,tqletfk1,crl_hu50_s0
38362624.0,38362624.0,8.29296875,0.2890625,149,Vanilla CRL,0,tqletfk1,crl_hu50_s0
38616576.0,38616576.0,8.234375,0.2890625,150,Vanilla CRL,0,tqletfk1,crl_hu50_s0
38870528.0,38870528.0,8.57421875,0.34765625,151,Vanilla CRL,0,tqletfk1,crl_hu50_s0
39124480.0,39124480.0,7.61328125,0.30078125,152,Vanilla CRL,0,tqletfk1,crl_hu50_s0
39378432.0,39378432.0,7.98046875,0.28515625,153,Vanilla CRL,0,tqletfk1,crl_hu50_s0
39632384.0,39632384.0,7.61328125,0.296875,154,Vanilla CRL,0,tqletfk1,crl_hu50_s0
39886336.0,39886336.0,8.7421875,0.33984375,155,Vanilla CRL,0,tqletfk1,crl_hu50_s0
40140288.0,40140288.0,7.55078125,0.265625,156,Vanilla CRL,0,tqletfk1,crl_hu50_s0
40394240.0,40394240.0,7.171875,0.2890625,157,Vanilla CRL,0,tqletfk1,crl_hu50_s0
40648192.0,40648192.0,10.44140625,0.33203125,158,Vanilla CRL,0,tqletfk1,crl_hu50_s0
40902144.0,40902144.0,5.09375,0.234375,159,Vanilla CRL,0,tqletfk1,crl_hu50_s0
41156096.0,41156096.0,8.78125,0.359375,160,Vanilla CRL,0,tqletfk1,crl_hu50_s0
41410048.0,41410048.0,7.4140625,0.2578125,161,Vanilla CRL,0,tqletfk1,crl_hu50_s0
41664000.0,41664000.0,7.1796875,0.28515625,162,Vanilla CRL,0,tqletfk1,crl_hu50_s0
41917952.0,41917952.0,8.73828125,0.33203125,163,Vanilla CRL,0,tqletfk1,crl_hu50_s0
42171904.0,42171904.0,8.8125,0.32421875,164,Vanilla CRL,0,tqletfk1,crl_hu50_s0
42425856.0,42425856.0,6.37890625,0.24609375,165,Vanilla CRL,0,tqletfk1,crl_hu50_s0
42679808.0,42679808.0,8.58203125,0.31640625,166,Vanilla CRL,0,tqletfk1,crl_hu50_s0
42933760.0,42933760.0,7.23828125,0.29296875,167,Vanilla CRL,0,tqletfk1,crl_hu50_s0
43187712.0,43187712.0,9.234375,0.3046875,168,Vanilla CRL,0,tqletfk1,crl_hu50_s0
43441664.0,43441664.0,8.546875,0.3046875,169,Vanilla CRL,0,tqletfk1,crl_hu50_s0
43695616.0,43695616.0,6.9453125,0.28515625,170,Vanilla CRL,0,tqletfk1,crl_hu50_s0
43949568.0,43949568.0,9.8515625,0.31640625,171,Vanilla CRL,0,tqletfk1,crl_hu50_s0
44203520.0,44203520.0,7.75390625,0.296875,172,Vanilla CRL,0,tqletfk1,crl_hu50_s0
44457472.0,44457472.0,8.43359375,0.3125,173,Vanilla CRL,0,tqletfk1,crl_hu50_s0
44711424.0,44711424.0,7.11328125,0.25390625,174,Vanilla CRL,0,tqletfk1,crl_hu50_s0
44965376.0,44965376.0,7.50390625,0.25,175,Vanilla CRL,0,tqletfk1,crl_hu50_s0
45219328.0,45219328.0,8.65625,0.3203125,176,Vanilla CRL,0,tqletfk1,crl_hu50_s0
45473280.0,45473280.0,8.44140625,0.29296875,177,Vanilla CRL,0,tqletfk1,crl_hu50_s0
45727232.0,45727232.0,7.98046875,0.26171875,178,Vanilla CRL,0,tqletfk1,crl_hu50_s0
45981184.0,45981184.0,9.046875,0.32421875,179,Vanilla CRL,0,tqletfk1,crl_hu50_s0
46235136.0,46235136.0,9.15234375,0.28125,180,Vanilla CRL,0,tqletfk1,crl_hu50_s0
46489088.0,46489088.0,9.578125,0.328125,181,Vanilla CRL,0,tqletfk1,crl_hu50_s0
46743040.0,46743040.0,8.56640625,0.28515625,182,Vanilla CRL,0,tqletfk1,crl_hu50_s0
46996992.0,46996992.0,9.2890625,0.3203125,183,Vanilla CRL,0,tqletfk1,crl_hu50_s0
47250944.0,47250944.0,8.77734375,0.3203125,184,Vanilla CRL,0,tqletfk1,crl_hu50_s0
47504896.0,47504896.0,8.7109375,0.3203125,185,Vanilla CRL,0,tqletfk1,crl_hu50_s0
47758848.0,47758848.0,9.328125,0.32421875,186,Vanilla CRL,0,tqletfk1,crl_hu50_s0
48012800.0,48012800.0,8.671875,0.3046875,187,Vanilla CRL,0,tqletfk1,crl_hu50_s0
48266752.0,48266752.0,8.3984375,0.28515625,188,Vanilla CRL,0,tqletfk1,crl_hu50_s0
48520704.0,48520704.0,7.0,0.3125,189,Vanilla CRL,0,tqletfk1,crl_hu50_s0
48774656.0,48774656.0,7.98828125,0.3046875,190,Vanilla CRL,0,tqletfk1,crl_hu50_s0
49028608.0,49028608.0,8.44140625,0.34375,191,Vanilla CRL,0,tqletfk1,crl_hu50_s0
49282560.0,49282560.0,7.42578125,0.29296875,192,Vanilla CRL,0,tqletfk1,crl_hu50_s0
49536512.0,49536512.0,6.5390625,0.27734375,193,Vanilla CRL,0,tqletfk1,crl_hu50_s0
49790464.0,49790464.0,7.7265625,0.296875,194,Vanilla CRL,0,tqletfk1,crl_hu50_s0
50044416.0,50044416.0,7.6484375,0.3046875,195,Vanilla CRL,0,tqletfk1,crl_hu50_s0
50298368.0,50298368.0,8.46484375,0.31640625,196,Vanilla CRL,0,tqletfk1,crl_hu50_s0
50552320.0,50552320.0,8.84765625,0.34375,197,Vanilla CRL,0,tqletfk1,crl_hu50_s0
50806272.0,50806272.0,6.62109375,0.24609375,198,Vanilla CRL,0,tqletfk1,crl_hu50_s0
51060224.0,51060224.0,6.23828125,0.296875,199,Vanilla CRL,0,tqletfk1,crl_hu50_s0
523776.0,523776.0,0.0,0.0,0,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
777728.0,777728.0,0.0,0.0,1,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
1031680.0,1031680.0,0.05859375,0.0234375,2,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
1285632.0,1285632.0,0.30078125,0.0390625,3,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
1539584.0,1539584.0,0.25390625,0.02734375,4,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
1793536.0,1793536.0,0.63671875,0.05859375,5,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
2047488.0,2047488.0,0.71484375,0.0625,6,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
2301440.0,2301440.0,0.56640625,0.04296875,7,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
2555392.0,2555392.0,0.7109375,0.05859375,8,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
2809344.0,2809344.0,1.48828125,0.09765625,9,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
3063296.0,3063296.0,2.7109375,0.140625,10,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
3317248.0,3317248.0,1.671875,0.109375,11,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
3571200.0,3571200.0,2.15234375,0.13671875,12,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
3825152.0,3825152.0,3.0,0.13671875,13,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
4079104.0,4079104.0,2.02734375,0.11328125,14,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
4333056.0,4333056.0,2.0078125,0.109375,15,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
4587008.0,4587008.0,1.80078125,0.1328125,16,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
4840960.0,4840960.0,2.546875,0.1640625,17,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
5094912.0,5094912.0,4.84375,0.19140625,18,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
5348864.0,5348864.0,3.69140625,0.16796875,19,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
5602816.0,5602816.0,3.26171875,0.1640625,20,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
5856768.0,5856768.0,2.36328125,0.1171875,21,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
6110720.0,6110720.0,3.53125,0.19140625,22,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
6364672.0,6364672.0,3.13671875,0.1875,23,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
6618624.0,6618624.0,3.22265625,0.19921875,24,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
6872576.0,6872576.0,6.484375,0.2578125,25,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
7126528.0,7126528.0,5.3046875,0.21484375,26,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
7380480.0,7380480.0,4.859375,0.2109375,27,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
7634432.0,7634432.0,4.015625,0.17578125,28,Vanilla CRL,1,bjbvw9p0,crl_hu50_s1
